,player,org,agents,rounds_played,rating,average_combat_score,kill_deaths,kill_assists_survived_traded,average_damage_per_round,kills_per_round,assists_per_round,first_kills_per_round,first_deaths_per_round,headshot_percentage,clutch_success_percentage
193,rezq,DVM.MI,"['sage', 'killjoy', 'chamber']",3465,1.06,230.2,1.13,71%,149.5,0.82,0.21,0.16,0.15,26%,23%
194,Nelo,ZER.M,"['viper', 'killjoy', 'cypher']",6033,1.06,215.1,1.08,73%,140.5,0.77,0.27,0.11,0.09,32%,17%
195,Natalcia,INC.GC,"['sage', 'cypher', 'breach']",1585,1.06,221.8,1.06,70%,150.3,0.78,0.23,0.11,0.09,31%,12%
196,sunfloweR,ESC,"['viper', 'vyse', 'killjoy']",555,1.06,215.6,1.06,69%,145.3,0.75,0.23,0.09,0.10,32%,14%
197,kenyf,tras,"['kayo', 'sage', 'brimstone']",490,1.06,205.0,1.05,72%,137.9,0.73,0.28,0.12,0.08,23%,14%
198,MONSTEERR,MKOI,"['cypher', 'jett', 'viper']",4478,1.05,207.9,1.06,71%,139.0,0.74,0.22,0.08,0.09,26%,17%
199,Masic,S2G,"['jett', 'raze', 'chamber']",5125,1.05,218.4,1.10,71%,142.4,0.78,0.15,0.16,0.12,25%,11%
200,r1zvaN,ESC,"['omen', 'viper', 'astra']",1321,1.05,213.8,1.04,71%,140.7,0.76,0.31,0.09,0.08,35%,15%
201,6clarity,SIKO,"['reyna', 'jett', 'sova']",273,1.05,216.7,1.06,67%,143.1,0.78,0.14,0.12,0.11,31%,15%
202,goffe,GLD,"['cypher', 'killjoy', 'breach']",567,1.05,203.9,1.01,71%,128.6,0.72,0.24,0.09,0.07,24%,12%
203,qw1,S2G,"['jett', 'raze', 'sage']",5606,1.05,227.1,1.15,69%,143.3,0.82,0.13,0.19,0.16,27%,14%
204,YoZeii,LYO,"['killjoy', 'cypher', 'chamber']",463,1.05,210.1,1.12,72%,142.5,0.76,0.20,0.08,0.09,31%,15%
205,logaN,VIT.RE,"['jett', 'sage', 'killjoy']",5423,1.05,198.6,1.11,74%,131.2,0.71,0.17,0.08,0.07,26%,13%
206,stonezy,RBT,"['raze', 'jett', 'breach']",1195,1.05,214.5,1.07,68%,139.1,0.78,0.16,0.15,0.12,23%,15%
207,T0BA,RQM,"['fade', 'skye', 'sova']",1203,1.05,208.6,1.08,71%,135.9,0.74,0.26,0.09,0.09,23%,13%
208,erennTT,PDS,"['raze', 'jett', 'reyna']",407,1.05,219.1,0.97,65%,151.7,0.73,0.23,0.11,0.10,23%,12%
209,VTaguT,FLK,"['omen', 'brimstone', 'viper']",2426,1.05,196.9,1.01,73%,131.8,0.69,0.33,0.08,0.07,29%,13%
210,Waer,FUZO,"['reyna', 'raze', 'brimstone']",251,1.05,219.8,1.03,67%,144.4,0.78,0.18,0.10,0.10,37%,16%
211,westside,GX,"['raze', 'jett', 'fade']",2971,1.05,200.6,1.09,70%,134.0,0.74,0.18,0.09,0.08,38%,18%
212,QutionerX,EF,"['killjoy', 'cypher', 'sage']",4429,1.05,226.6,1.09,70%,148.2,0.80,0.18,0.16,0.14,25%,15%
213,zeek,EP,"['sova', 'raze', 'sage']",7356,1.05,215.5,1.09,74%,139.8,0.74,0.33,0.10,0.10,22%,17%
214,xuss,FKS,"['jett', 'reyna', 'raze']",8106,1.05,229.9,1.11,69%,146.0,0.82,0.14,0.18,0.15,25%,12%
215,mezoky,EXO,"['cypher', 'killjoy', 'fade']",790,1.05,200.1,1.04,69%,131.2,0.71,0.21,0.07,0.08,34%,11%
216,Twisten,VIT,"['raze', 'reyna', 'jett']",3497,1.05,233.3,1.08,69%,151.3,0.81,0.19,0.19,0.16,25%,11%
217,kamo,TL,"['jett', 'raze', 'chamber']",4313,1.05,237.0,1.10,70%,154.6,0.82,0.18,0.18,0.17,29%,15%
218,KaweNtw,CCG,"['killjoy', 'chamber', 'raze']",423,1.05,216.3,1.05,67%,140.2,0.77,0.20,0.09,0.09,28%,17%
219,1nput,(+4),"['sage', 'kayo', 'breach']",945,1.05,189.4,1.07,77%,125.0,0.69,0.36,0.06,0.06,29%,14%
220,Click,M8,"['raze', 'reyna', 'jett']",2166,1.05,242.0,1.10,68%,157.2,0.87,0.13,0.22,0.18,36%,18%
221,Bobbiexo,NOVO.NI,"['brimstone', 'killjoy', 'chamber']",1627,1.05,187.1,1.04,71%,126.5,0.68,0.26,0.06,0.07,27%,17%
222,Grmekista,Z10,"['jett', 'omen', 'sova']",4954,1.05,193.8,1.04,71%,129.2,0.68,0.29,0.08,0.08,22%,17%
223,Goaster,ZER,"['sova', 'raze', 'jett']",4336,1.05,224.6,1.07,70%,144.3,0.78,0.19,0.16,0.14,25%,11%
224,TakaS,MDR,"['jett', 'raze', 'sova']",5394,1.05,223.9,1.09,70%,141.9,0.78,0.23,0.15,0.14,21%,18%
225,Leare,BFG,"['jett', 'reyna', 'skye']",3388,1.05,234.0,1.10,67%,148.7,0.84,0.15,0.16,0.14,27%,13%
226,hiro,NAVI,"['sage', 'raze', 'jett']",2767,1.05,204.8,1.07,71%,135.8,0.73,0.26,0.10,0.11,30%,19%
227,Lusadris,GAL,"['brimstone', 'omen', 'raze']",545,1.05,217.3,1.09,66%,141.8,0.78,0.18,0.11,0.11,32%,11%
228,Favian,ULF,"['cypher', 'neon', 'breach']",511,1.05,208.3,1.06,68%,134.3,0.74,0.29,0.10,0.08,34%,12%
229,shy,ESC,"['jett', 'killjoy', 'omen']",2235,1.05,226.8,1.10,69%,146.8,0.82,0.15,0.17,0.15,24%,15%
230,Ticey,DSY,"['chamber', 'raze', 'jett']",2897,1.05,224.0,1.05,72%,146.2,0.77,0.29,0.15,0.16,18%,14%
231,audaz,ULF,"['viper', 'chamber', 'omen']",1505,1.05,193.6,1.03,72%,128.3,0.70,0.30,0.07,0.07,37%,13%
232,alexiiik,NAVI,"['raze', 'jett', 'chamber']",4748,1.05,234.8,1.12,68%,149.7,0.83,0.15,0.20,0.18,29%,14%
233,AKIMB0,WHO,"['omen', 'viper', 'astra']",1907,1.05,193.4,1.01,71%,126.1,0.68,0.27,0.06,0.04,22%,13%
234,Símplex,Boda,"['astra', 'omen', 'brimstone']",322,1.05,195.2,1.00,71%,124.6,0.70,0.43,0.07,0.06,29%,10%
235,lcdFFF,EK,"['omen', 'raze', 'reyna']",1322,1.05,228.2,1.03,69%,148.7,0.79,0.20,0.14,0.11,15%,13%
236,Feeqn,HAVU,"['raze', 'sage', 'cypher']",4493,1.05,206.7,1.05,72%,136.1,0.72,0.23,0.08,0.08,19%,15%
237,MrFaliN,FUT,"['sova', 'killjoy', 'skye']",6828,1.05,198.8,1.01,73%,131.6,0.68,0.38,0.08,0.08,23%,16%
238,NINJA,TLA,"['fade', 'sova', 'omen']",2011,1.05,199.5,1.07,73%,131.1,0.72,0.31,0.08,0.08,29%,15%
239,SimonD4rk,DSY,"['sage', 'jett', 'raze']",3636,1.05,230.2,1.06,70%,148.7,0.80,0.18,0.19,0.16,21%,12%
240,jas,EP,"['sova', 'sage', 'jett']",6004,1.05,229.6,1.07,69%,149.5,0.79,0.20,0.18,0.16,28%,18%
241,russ,S2G,"['sage', 'jett', 'sova']",4435,1.05,224.4,1.11,72%,144.9,0.80,0.17,0.15,0.12,29%,13%
242,Jahbu,SZK,"['sova', 'gekko', 'viper']",503,1.05,209.7,1.10,69%,139.7,0.75,0.18,0.11,0.09,30%,8%
243,AL7B,NBL,"['omen', 'astra', 'viper']",575,1.05,199.5,1.00,73%,130.0,0.72,0.34,0.08,0.07,25%,11%
244,rexxtoned,TLA,"['killjoy', 'sage', 'skye']",2031,1.05,204.5,1.10,72%,137.3,0.74,0.22,0.10,0.09,38%,15%
245,amp,Left,"['raze', 'sova', 'killjoy']",473,1.05,213.4,0.98,64%,132.7,0.72,0.22,0.12,0.11,19%,14%
246,shooterR,PHX,"['jett', 'raze', 'reyna']",575,1.05,221.3,1.12,66%,144.7,0.82,0.12,0.17,0.15,33%,13%
247,memset,SLY,"['killjoy', 'omen', 'reyna']",2587,1.05,211.8,1.12,70%,140.7,0.76,0.17,0.10,0.09,32%,15%
248,baddyG,MKOI,"['raze', 'sage', 'phoenix']",5756,1.05,209.5,1.05,73%,136.2,0.72,0.36,0.10,0.09,25%,16%
249,Sweet,QM,"['sage', 'sova', 'skye']",317,1.05,215.1,1.00,70%,140.4,0.75,0.28,0.10,0.08,33%,8%
250,narky,poo,"['jett', 'raze', 'yoru']",225,1.05,230.5,1.04,69%,145.7,0.81,0.14,0.24,0.17,37%,11%
251,Darkin,AS07,"['jett', 'neon', 'yoru']",249,1.05,232.8,1.08,67%,156.7,0.84,0.11,0.15,0.14,29%,5%
252,eXampL,DIV,"['killjoy', 'sova', 'skye']",2866,1.05,192.9,0.98,72%,131.2,0.67,0.38,0.06,0.06,27%,14%
253,Penab,EK,"['killjoy', 'sova', 'omen']",486,1.05,199.7,1.01,67%,128.2,0.71,0.28,0.06,0.07,31%,16%
254,Lyda,HERO,"['jett', 'viper', 'raze']",4974,1.05,209.2,1.05,72%,138.6,0.75,0.24,0.11,0.09,26%,14%
255,azury,SGE,"['breach', 'sage', 'viper']",4084,1.05,196.7,1.07,71%,129.2,0.71,0.24,0.07,0.08,28%,16%
256,blxssom,(+3),"['gekko', 'sova', 'skye']",296,1.05,189.2,1.05,66%,123.4,0.68,0.26,0.06,0.06,13%,19%
257,al1en,CTLS,"['killjoy', 'viper', 'omen']",2135,1.05,202.4,1.05,75%,129.5,0.71,0.37,0.08,0.07,20%,15%
258,Yurii,CASE,"['sage', 'breach', 'kayo']",4165,1.05,197.9,1.05,74%,125.4,0.71,0.34,0.07,0.07,21%,14%
259,Stazioo,(+1),"['killjoy', 'cypher', 'skye']",400,1.05,200.0,1.01,69%,128.3,0.74,0.16,0.08,0.08,28%,16%
260,Mistic,FKS,"['sage', 'omen', 'brimstone']",8285,1.05,191.3,1.06,74%,124.1,0.69,0.34,0.07,0.06,29%,15%
261,scÂtro,(+3),"['astra', 'cypher', 'viper']",207,1.05,200.4,0.88,66%,139.8,0.67,0.26,0.05,0.03,23%,11%
262,Katu,UCAM,"['sage', 'breach', 'raze']",5936,1.04,212.0,1.03,70%,140.6,0.74,0.26,0.12,0.11,32%,13%
263,musashi,SGE,"['jett', 'sova', 'raze']",6758,1.04,216.3,1.07,71%,139.1,0.76,0.27,0.12,0.12,27%,13%
264,Filu,MKOI,"['raze', 'cypher', 'jett']",4289,1.04,228.9,1.07,69%,147.2,0.80,0.21,0.17,0.15,28%,17%
265,szimpli,PXL,"['raze', 'reyna', 'sage']",3804,1.04,230.9,1.06,70%,150.7,0.81,0.18,0.16,0.15,26%,13%
266,Addi,FMG.GC,"['harbor', 'killjoy', 'sova']",2325,1.04,230.0,1.05,69%,144.5,0.81,0.24,0.14,0.13,27%,12%
267,hibar,HLT,"['omen', 'gekko', 'brimstone']",582,1.04,190.0,1.00,73%,122.0,0.68,0.40,0.04,0.06,29%,19%
268,Leyre,TU.O,"['gekko', 'omen', 'astra']",832,1.04,208.2,1.01,73%,136.2,0.73,0.39,0.08,0.08,35%,8%
269,adora,HERO,"['raze', 'jett', 'viper']",2810,1.04,231.1,1.07,68%,151.8,0.81,0.17,0.17,0.17,30%,11%
270,Kamisseq,NOVO,"['cypher', 'killjoy', 'sage']",3065,1.04,207.9,1.03,71%,136.7,0.73,0.28,0.10,0.09,30%,12%
271,dos9,BME,"['raze', 'sage', 'viper']",229,1.04,188.8,1.03,74%,129.9,0.68,0.28,0.07,0.08,25%,24%
272,MaikoRioo,TOG,"['skye', 'raze', 'kayo']",235,1.04,219.3,1.01,69%,142.8,0.74,0.37,0.11,0.11,20%,16%
273,Krizz,NOVO,"['raze', 'jett', 'yoru']",1627,1.04,207.3,1.06,71%,138.8,0.73,0.18,0.10,0.09,25%,13%
274,UNFAKE,VIT,"['sova', 'killjoy', 'cypher']",4595,1.04,205.9,1.03,72%,137.5,0.72,0.28,0.09,0.07,30%,14%
275,Anq,VLNT,"['omen', 'cypher', 'raze']",2042,1.04,214.1,1.05,68%,136.1,0.75,0.20,0.14,0.14,27%,17%
276,Zino,ARZ,"['jett', 'raze', 'chamber']",1213,1.04,207.6,1.09,69%,132.5,0.76,0.13,0.16,0.13,27%,10%
277,WerlasS,GS,"['jett', 'viper', 'kayo']",2455,1.04,196.8,1.02,72%,129.9,0.69,0.34,0.07,0.07,29%,15%
278,sorriso,Lank,"['sage', 'omen', 'viper']",787,1.04,193.5,0.99,66%,126.7,0.69,0.21,0.07,0.07,29%,16%
279,wackie,VLNT,"['jett', 'kayo', 'raze']",3787,1.04,212.4,1.07,71%,137.6,0.74,0.24,0.12,0.12,25%,13%
280,xms,DVM,"['omen', 'sage', 'brimstone']",2364,1.04,197.7,1.06,72%,131.0,0.72,0.22,0.08,0.08,30%,14%
281,Koyorii,Kaiz,"['killjoy', 'omen']",442,1.04,187.4,0.99,76%,123.3,0.69,0.41,0.08,0.06,25%,18%
282,Luca,TSE,"['kayo', 'viper', 'chamber']",1105,1.04,203.0,1.02,69%,137.5,0.72,0.22,0.09,0.07,25%,20%
283,Petra,G2.G,"['sova', 'astra', 'skye']",5759,1.04,205.8,1.07,74%,135.4,0.72,0.31,0.09,0.10,25%,18%
284,xeus,EF,"['jett', 'reyna', 'sage']",2792,1.04,236.3,1.10,68%,153.7,0.84,0.18,0.18,0.18,32%,15%
285,draken,GLD,"['sova', 'omen', 'viper']",2182,1.04,203.6,1.06,73%,129.3,0.71,0.25,0.10,0.09,25%,14%
286,raxtazzz,FXL,"['jett', 'raze', 'omen']",564,1.04,221.0,1.02,69%,138.1,0.77,0.17,0.16,0.15,21%,12%
287,piano,(+6),"['skye', 'killjoy', 'kayo']",464,1.04,185.1,0.97,74%,120.5,0.66,0.43,0.05,0.07,25%,25%
288,7ssk7,KPI,"['breach', 'raze', 'viper']",4814,1.04,209.3,1.05,70%,136.6,0.75,0.20,0.15,0.14,27%,14%
289,dr0wnzy,TBA,"['sage', 'brimstone', 'sova']",298,1.04,196.5,1.00,69%,133.5,0.73,0.17,0.09,0.05,26%,10%
290,MELSIDE,(+5),"['jett', 'skye', 'reyna']",409,1.04,209.2,1.07,71%,133.9,0.74,0.20,0.13,0.11,28%,20%
291,Glance,KC.GC,"['sova', 'breach', 'cypher']",6335,1.04,189.0,1.04,75%,123.4,0.67,0.34,0.06,0.05,25%,17%
292,Eraggi,5STA,"['brimstone', 'viper', 'kayo']",265,1.04,211.9,1.02,69%,140.7,0.75,0.26,0.11,0.08,30%,11%
293,supremjo,EYG,"['kayo', 'chamber', 'omen']",815,1.04,205.4,0.99,76%,133.6,0.72,0.41,0.08,0.08,23%,9%
294,Jlerst,GAL,"['killjoy', 'astra', 'viper']",4259,1.04,202.0,1.07,76%,131.9,0.73,0.33,0.08,0.06,31%,14%
295,feqew,ESC,"['breach', 'jett', 'reyna']",4997,1.04,217.7,1.09,70%,138.9,0.77,0.22,0.14,0.11,26%,13%
296,Sliicyy,char,"['brimstone', 'viper', 'jett']",3644,1.04,215.6,1.06,73%,136.8,0.77,0.31,0.11,0.12,25%,17%
297,RobbieBk,LOUD,"['omen', 'sova', 'breach']",3182,1.04,190.1,0.99,72%,127.5,0.67,0.31,0.07,0.07,31%,17%
298,al0rante,FKS,"['phoenix', 'raze', 'jett']",5200,1.04,225.3,1.10,69%,146.6,0.80,0.18,0.12,0.12,39%,17%
299,f4ngeer,KCBS,"['jett', 'chamber', 'kayo']",1741,1.04,224.6,1.08,68%,147.0,0.80,0.17,0.18,0.15,31%,12%
300,gob,b,"['sova', 'breach', 'sage']",2668,1.04,195.2,0.98,74%,130.0,0.65,0.38,0.06,0.06,24%,19%
301,choppaguap,(+2),"['jett', 'raze', 'killjoy']",256,1.04,210.6,1.02,72%,135.7,0.72,0.21,0.12,0.10,23%,8%
302,fsau,BFG,"['raze', 'neon', 'yoru']",539,1.04,226.2,1.02,70%,145.8,0.78,0.24,0.16,0.12,24%,9%
303,aimDLL,GMX,"['cypher', 'sage', 'killjoy']",2876,1.04,205.9,1.04,72%,137.3,0.72,0.25,0.08,0.08,28%,18%
304,Proxh,M8,"['viper', 'omen', 'astra']",1196,1.04,201.2,0.98,72%,129.4,0.68,0.40,0.06,0.08,26%,12%
305,hoody,FKS,"['brimstone', 'jett', 'breach']",7328,1.04,210.7,1.05,73%,136.2,0.73,0.30,0.12,0.10,25%,11%
306,ico,TOG,"['omen', 'jett', 'neon']",808,1.04,215.5,1.04,68%,139.7,0.77,0.25,0.16,0.13,29%,11%
307,BySmall,HOWL.M,"['sova', 'fade', 'sage']",871,1.03,195.3,1.00,71%,130.7,0.70,0.28,0.05,0.05,31%,20%
308,Lunox,One,"['viper', 'sova', 'cypher']",255,1.03,204.9,0.99,65%,115.9,0.75,0.18,0.13,0.10,23%,14%
309,Nivera,KC,"['killjoy', 'sova', 'viper']",2861,1.03,196.7,1.10,72%,128.1,0.71,0.22,0.10,0.08,29%,17%
310,VASQUEZ,BAAM,"['killjoy', 'omen', 'jett']",420,1.03,220.5,1.08,65%,144.3,0.81,0.13,0.16,0.13,29%,10%
311,Noia,SRG,"['omen', 'reyna', 'skye']",1090,1.03,221.8,1.05,69%,148.7,0.79,0.26,0.11,0.10,25%,17%
312,Eso177,QM,"['cypher', 'killjoy', 'viper']",2932,1.03,208.1,1.02,68%,137.8,0.73,0.21,0.08,0.09,27%,13%
313,Meddo,SK,"['cypher', 'omen', 'killjoy']",6996,1.03,191.8,1.12,74%,126.4,0.70,0.21,0.06,0.05,25%,17%
314,Jamppi,BBL,"['jett', 'killjoy', 'sova']",7371,1.03,210.0,1.07,71%,132.0,0.74,0.25,0.13,0.12,25%,18%
315,Kinguyen,SLY,"['sage', 'raze', 'sova']",2753,1.03,227.6,1.06,70%,149.4,0.79,0.19,0.14,0.15,25%,14%
316,Kuudo,SZK,"['omen', 'viper', 'astra']",232,1.03,186.2,0.94,73%,127.4,0.65,0.35,0.04,0.06,29%,17%
317,mEgA,(+1),"['breach', 'kayo', 'omen']",219,1.03,189.6,0.93,74%,120.8,0.68,0.41,0.08,0.05,25%,26%
318,xenon,NASR,"['brimstone', 'omen', 'viper']",2745,1.03,191.7,0.98,72%,125.9,0.68,0.26,0.08,0.07,31%,17%
319,Disorded,DMNX,"['reyna', 'jett', 'viper']",925,1.03,224.0,1.06,67%,151.0,0.81,0.22,0.14,0.11,35%,21%
320,lamelly,Venn,"['omen', 'harbor', 'jett']",1329,1.03,182.7,0.94,73%,116.6,0.64,0.42,0.07,0.07,23%,13%
321,bee,FMG.GC,"['neon', 'raze', 'killjoy']",998,1.03,206.0,1.06,69%,128.5,0.73,0.23,0.11,0.09,27%,10%
322,elysian,Zenn,"['jett', 'breach', 'killjoy']",1747,1.03,197.7,1.00,72%,132.0,0.70,0.31,0.06,0.07,29%,13%
323,Wens,HVND,"['skye', 'breach', 'kayo']",2978,1.03,204.8,1.07,71%,137.0,0.73,0.21,0.10,0.10,35%,18%
324,hussaR,GN,"['omen', 'killjoy', 'cypher']",4222,1.03,205.7,1.00,73%,136.4,0.71,0.32,0.10,0.08,23%,12%
325,vicious,F9,"['jett', 'omen', 'reyna']",3492,1.03,211.4,1.03,71%,138.4,0.72,0.28,0.08,0.07,23%,8%
326,madison,Irre,"['breach', 'jett', 'neon']",491,1.03,221.4,1.01,70%,147.7,0.77,0.24,0.15,0.16,24%,8%
327,Mimori,DIV,"['jett', 'raze', 'breach']",753,1.03,208.3,1.00,71%,138.0,0.74,0.26,0.13,0.11,34%,20%
328,Nayte,DIV,"['kayo', 'omen', 'cypher']",947,1.03,219.3,1.08,69%,141.1,0.77,0.16,0.15,0.11,23%,12%
329,Rarga,XLG,"['chamber', 'sage', 'killjoy']",452,1.03,235.1,1.10,66%,151.7,0.85,0.16,0.13,0.12,31%,14%
330,HEPSEV,PCF,"['killjoy', 'cypher', 'breach']",328,1.03,218.7,1.08,67%,140.8,0.80,0.16,0.15,0.14,31%,7%
331,ec1s,MU,"['brimstone', 'omen', 'breach']",3224,1.03,186.7,0.95,73%,121.0,0.64,0.35,0.08,0.09,23%,14%
332,donQ,(+1),"['omen', 'brimstone', 'astra']",1211,1.03,178.8,0.97,73%,118.6,0.67,0.23,0.05,0.06,31%,13%
333,Snowi,CLS,"['sova', 'breach', 'viper']",2443,1.03,185.1,0.98,74%,122.3,0.65,0.41,0.06,0.07,26%,16%
334,styl1sh,pAw,"['cypher', 'viper', 'sova']",251,1.03,196.7,0.94,73%,135.1,0.68,0.25,0.06,0.04,30%,11%
335,CyvOph,JL,"['jett', 'killjoy', 'raze']",2253,1.03,206.0,1.01,72%,132.9,0.72,0.34,0.11,0.10,24%,12%
336,MAGiK,TWIS,"['omen', 'brimstone', 'sage']",3839,1.03,210.5,1.04,70%,137.6,0.75,0.30,0.07,0.08,29%,12%
337,RieNs,TH,"['jett', 'skye', 'viper']",6813,1.03,201.3,1.02,73%,134.4,0.71,0.32,0.08,0.07,34%,18%
338,LASTONE,208,"['brimstone', 'omen', 'viper']",208,1.03,191.9,1.08,75%,127.6,0.71,0.30,0.07,0.04,23%,13%
339,hero1,VLNT,"['cypher', 'viper', 'kayo']",326,1.03,212.6,0.99,72%,138.0,0.74,0.26,0.08,0.09,37%,13%
340,AtaKaptan,FUT,"['brimstone', 'viper', 'omen']",5663,1.03,196.8,0.97,71%,127.3,0.69,0.40,0.08,0.10,29%,17%
341,Davidp,NSR.IN,"['sage', 'breach', 'raze']",4596,1.03,193.4,1.05,74%,122.7,0.68,0.35,0.08,0.09,20%,16%
342,Extreme,QM,"['jett', 'raze', 'chamber']",657,1.03,234.6,1.05,65%,152.4,0.81,0.16,0.16,0.16,23%,10%
343,cabbit,Burb,"['gekko', 'yoru', 'sage']",1530,1.03,210.0,1.02,71%,141.8,0.73,0.28,0.10,0.09,30%,17%
344,robz,F9,"['cypher', 'killjoy', 'gekko']",514,1.03,185.8,0.99,73%,130.7,0.67,0.20,0.07,0.07,37%,14%
345,Azza,YARI,"['astra', 'sage', 'sova']",339,1.03,188.5,1.03,68%,120.6,0.70,0.27,0.06,0.07,21%,10%
346,doma,EP,"['raze', 'omen', 'reyna']",6313,1.03,214.8,1.09,74%,139.0,0.75,0.26,0.09,0.09,25%,17%
347,bipo,MOUZ,"['jett', 'raze', 'skye']",3418,1.03,213.6,1.06,71%,137.8,0.76,0.22,0.16,0.15,28%,15%
348,CNKa,KC,"['raze', 'sage', 'jett']",924,1.03,230.5,1.03,69%,148.5,0.80,0.17,0.16,0.14,26%,13%
349,Leooo,(+1),"['chamber', 'jett', 'raze']",321,1.03,229.3,1.04,69%,155.7,0.79,0.18,0.17,0.14,25%,11%
350,dreAms,SKUL,"['omen', 'raze', 'sage']",2197,1.03,206.1,1.03,73%,131.4,0.72,0.25,0.07,0.06,22%,13%
351,bangz,(+3),"['breach', 'sova', 'killjoy']",282,1.03,210.6,1.00,68%,137.7,0.77,0.22,0.11,0.08,28%,8%
352,Demiurge,Shin,"['phoenix', 'raze', 'jett']",1791,1.03,232.5,1.01,69%,154.2,0.79,0.23,0.20,0.18,23%,15%
353,DeadFox,HEET,"['jett', 'sova', 'skye']",804,1.03,219.7,1.09,70%,131.9,0.76,0.20,0.14,0.14,25%,23%
354,Ivolve,(+1),"['skye', 'breach', 'omen']",263,1.03,187.9,1.02,71%,119.0,0.68,0.36,0.05,0.05,41%,17%
355,nikodior,(+2),"['killjoy', 'cypher', 'omen']",230,1.03,177.5,1.01,74%,115.9,0.62,0.28,0.08,0.06,24%,17%
356,DaGG3r,3BL,"['sova', 'fade', 'clove']",352,1.03,192.0,0.96,69%,134.0,0.70,0.24,0.09,0.11,45%,11%
357,ZachKappa,MKF,"['jett', 'raze', 'kayo']",2731,1.03,205.5,1.06,70%,137.0,0.73,0.21,0.13,0.12,30%,10%
358,Rave,NOM,"['sova', 'kayo', 'raze']",1166,1.03,207.8,0.97,69%,141.8,0.70,0.28,0.09,0.08,25%,10%
359,michey,EYG,"['jett', 'raze', 'neon']",1765,1.03,219.2,1.06,70%,145.1,0.77,0.16,0.16,0.14,23%,14%
360,Avez,KC,"['jett', 'skye', 'sova']",1514,1.03,213.6,1.03,69%,141.4,0.75,0.25,0.09,0.11,32%,17%
361,farewell,M28,"['jett', 'raze', 'sage']",2018,1.03,220.5,0.99,69%,147.8,0.76,0.23,0.10,0.10,28%,11%
362,Kolosha,BOA,"['gekko', 'phoenix', 'yoru']",980,1.03,229.2,1.07,72%,148.3,0.81,0.23,0.17,0.16,26%,30%
363,Zyppan,M8,"['raze', 'jett', 'sage']",7528,1.03,223.0,1.07,72%,143.5,0.76,0.29,0.12,0.11,27%,15%
364,Creamydreamy,DSY,"['skye', 'gekko', 'breach']",2597,1.03,189.2,0.98,73%,123.3,0.68,0.45,0.07,0.07,31%,17%
365,ellie,NPR,"['jett', 'raze', 'neon']",1746,1.03,221.4,1.08,69%,145.5,0.79,0.15,0.17,0.17,32%,16%
366,Happen,PXU,"['sage', 'breach', 'sova']",3106,1.03,199.8,0.98,71%,135.6,0.70,0.29,0.07,0.07,25%,12%
367,grubinho,GX,"['cypher', 'sova', 'breach']",6498,1.03,196.9,1.00,71%,127.1,0.69,0.33,0.09,0.09,29%,18%
368,Kicks,VIT,"['raze', 'skye', 'kayo']",4259,1.02,195.3,0.99,72%,125.7,0.69,0.38,0.07,0.08,23%,18%
369,frei,RIX,"['breach', 'raze', 'cypher']",1720,1.02,213.3,1.07,70%,137.1,0.75,0.27,0.08,0.08,26%,13%
370,mini,IW,"['sage', 'reyna', 'killjoy']",2117,1.02,209.8,1.05,68%,136.0,0.75,0.16,0.10,0.10,30%,14%
371,msb,BFG,"['omen', 'jett', 'raze']",387,1.02,222.7,0.95,71%,140.5,0.76,0.27,0.14,0.14,31%,17%
372,szoren,EXO,"['sage', 'jett', 'raze']",2174,1.02,214.9,1.02,71%,140.4,0.76,0.29,0.11,0.12,26%,14%
373,zery,DIV,"['jett', 'reyna', 'sova']",2528,1.02,220.4,1.02,69%,147.4,0.76,0.24,0.14,0.15,27%,15%
374,AslaN,S2G,"['jett', 'reyna', 'raze']",3645,1.02,213.0,1.06,69%,136.4,0.75,0.25,0.12,0.11,25%,16%
375,Gia,NAVI.C,"['killjoy', 'cypher', 'sage']",2795,1.02,205.3,1.07,71%,138.5,0.73,0.20,0.10,0.09,25%,16%
376,flabben,GG,"['omen', 'viper', 'brimstone']",1306,1.02,202.4,1.06,70%,129.9,0.72,0.22,0.10,0.08,26%,18%
377,Scarlett,FMG.GC,"['jett', 'raze', 'neon']",1488,1.02,213.4,1.03,69%,139.4,0.75,0.18,0.17,0.14,22%,15%
378,ralle,SM,"['viper', 'omen', 'brimstone']",1270,1.02,196.0,0.99,71%,129.0,0.71,0.33,0.06,0.06,33%,9%
379,Kozok,GN,"['breach', 'fade', 'sova']",3073,1.02,189.8,0.98,72%,124.8,0.67,0.32,0.07,0.07,22%,13%
380,crashies,FNC,"['sova', 'breach', 'fade']",1637,1.02,180.2,1.04,74%,123.9,0.64,0.30,0.05,0.05,33%,17%
381,xiTsha,VLNT,"['jett', 'phoenix', 'skye']",4197,1.02,203.4,1.02,71%,132.5,0.73,0.28,0.09,0.09,29%,15%
382,Flickless,GX,"['jett', 'raze', 'reyna']",3420,1.02,190.7,0.95,73%,125.2,0.66,0.42,0.07,0.08,25%,16%
383,AsLanM4shadoW,S2G,"['sage', 'reyna', 'raze']",3576,1.02,220.9,1.04,71%,142.9,0.78,0.21,0.10,0.10,30%,16%
384,Facebook,User,"['omen', 'harbor', 'astra']",530,1.02,192.8,0.97,73%,129.9,0.68,0.45,0.06,0.06,24%,16%
385,kyrrz,RBT,"['jett', 'raze', 'sage']",3347,1.02,195.4,1.02,71%,124.6,0.69,0.26,0.11,0.11,27%,16%
